time,oxy,chla,par,temp_air,pco2_sw,pco2_air,dpco2,mean_sst,mean_sal
2019-02-27 10:00:00,383.62,2.1905,0.0,2.62,385.2,396.1,-10.8,3.286,34.051
2019-02-27 11:00:00,383.78,2.0106,0.0,2.53,384.9,396.3,-11.4,3.212,34.051
2019-02-27 12:00:00,384.02,2.0089,0.0,2.74,384.3,396.4,-12.0,3.184,34.052
2019-02-27 13:00:00,383.05,2.2168,28.0,2.88,385.6,396.2,-10.6,3.305,34.046
2019-02-27 14:00:00,383.03,2.1976,78.0,2.84,386.4,396.3,-9.9,3.281,34.048
2019-02-27 15:00:00,383.16,1.1674,152.0,2.82,386.9,396.7,-9.7,3.342,34.043
2019-02-27 16:00:00,382.85,0.8471,172.0,2.71,388.0,396.6,-8.5,3.405,34.036
2019-02-27 17:00:00,382.26,0.4161,350.0,2.78,388.9,396.4,-7.5,3.522,34.041
2019-02-27 18:00:00,382.18,0.4108,385.0,2.59,388.5,396.7,-8.2,3.54,34.04
2019-02-27 19:00:00,381.98,0.5016,320.0,2.43,388.8,396.6,-7.8,3.547,34.039
2019-02-27 20:00:00,382.17,0.6632,276.0,2.27,388.4,396.7,-8.3,3.548,34.04
2019-02-27 21:00:00,382.22,0.7599,226.0,2.2,388.5,396.8,-8.3,3.546,34.034
2019-02-27 22:00:00,382.4,1.165,140.0,1.9,387.8,396.8,-9.0,3.523,34.037
2019-02-27 23:00:00,382.78,0.9021,170.0,2.02,387.7,396.4,-8.7,3.468,34.038
2019-02-28 00:00:00,382.62,1.4962,119.0,2.22,387.9,396.1,-8.2,3.464,34.041
2019-02-28 01:00:00,382.63,1.7056,57.0,2.26,388.2,396.0,-7.8,3.455,34.042
2019-02-28 02:00:00,383.85,1.9502,15.0,2.42,386.7,395.6,-8.8,3.377,34.043
2019-02-28 03:00:00,384.4,1.9179,0.0,2.82,385.6,395.5,-9.9,3.288,34.047
2019-02-28 04:00:00,383.57,2.6245,0.0,3.28,387.8,395.7,-7.9,3.466,34.041
2019-02-28 05:00:00,382.83,2.4501,0.0,3.49,387.6,395.7,-8.2,3.462,34.036
2019-02-28 06:00:00,382.81,2.6223,0.0,3.5,387.1,395.6,-8.5,3.449,34.035
2019-02-28 07:00:00,382.58,2.7801,0.0,3.47,387.0,395.5,-8.4,3.425,34.034
2019-02-28 08:00:00,382.81,2.6043,0.0,3.33,386.9,395.3,-8.3,3.417,34.033
2019-02-28 09:00:00,382.85,2.6695,0.0,3.37,386.6,395.2,-8.6,3.399,34.028
2019-02-28 10:00:00,382.73,2.4407,0.0,3.4,386.3,395.1,-8.8,3.393,34.021
2019-02-28 11:00:00,382.62,2.242,0.0,3.35,387.5,395.0,-7.5,3.404,34.024
2019-02-28 12:00:00,382.34,3.0935,0.0,3.47,387.2,394.7,-7.5,3.425,34.022
2019-02-28 13:00:00,382.42,2.3506,19.0,3.45,386.6,394.6,-8.1,3.411,34.024
2019-02-28 14:00:00,382.34,2.1303,66.0,3.43,386.4,394.4,-8.0,3.396,34.023
2019-02-28 15:00:00,382.78,1.4104,134.0,3.39,386.4,394.4,-8.0,3.363,34.021
2019-02-28 16:00:00,383.89,0.6089,227.0,3.3,388.8,394.4,-5.6,3.268,34.009
2019-02-28 17:00:00,377.88,0.7058,222.0,3.44,391.9,394.2,-2.3,3.851,34.018
2019-02-28 18:00:00,379.27,0.2994,461.0,3.43,393.7,393.7,0.0,3.831,34.011
2019-02-28 19:00:00,375.36,0.2195,610.0,3.61,396.1,393.6,2.5,4.213,34.013
2019-02-28 20:00:00,372.82,0.3016,510.0,3.71,397.5,393.7,3.8,4.409,34.021
2019-02-28 21:00:00,371.88,0.6498,298.0,3.68,397.8,393.8,4.0,4.46,34.026
2019-02-28 22:00:00,372.16,0.6505,293.0,3.64,397.0,393.7,3.3,4.47,34.024
2019-02-28 23:00:00,371.54,1.1708,166.0,3.65,399.3,393.8,5.5,4.502,34.029
2019-03-01 00:00:00,372.42,0.833,171.0,3.66,403.2,394.0,9.2,4.437,34.015
2019-03-01 01:00:00,370.9,1.2911,60.0,3.72,402.9,393.7,9.2,4.639,34.012
2019-03-01 02:00:00,371.39,1.3817,13.0,3.58,402.3,393.5,8.9,4.536,34.014
2019-03-01 03:00:00,370.88,1.4814,0.0,3.3,400.0,393.5,6.5,4.42,34.017
2019-03-01 04:00:00,373.48,1.731,0.0,3.3,397.4,393.3,4.0,4.331,34.029
2019-03-01 05:00:00,377.37,1.7099,0.0,3.18,395.1,393.8,1.3,3.95,34.03
2019-03-01 06:00:00,384.42,1.5566,0.0,2.75,388.3,394.0,-5.8,3.292,34.038
2019-03-01 07:00:00,384.03,1.8073,0.0,2.76,390.1,394.1,-4.0,3.397,34.031
2019-03-01 08:00:00,384.39,1.6314,0.0,2.71,389.6,394.3,-4.7,3.341,34.033
2019-03-01 09:00:00,381.68,1.9062,0.0,2.44,389.4,394.3,-4.9,3.586,34.037
2019-03-01 10:00:00,381.28,2.1178,0.0,2.07,389.9,394.2,-4.3,3.603,34.038
2019-03-01 11:00:00,380.49,2.2326,0.0,2.21,389.1,393.8,-4.7,3.677,34.041
2019-03-01 12:00:00,380.05,2.0688,0.0,2.56,389.5,394.0,-4.5,3.741,34.036
2019-03-01 13:00:00,380.16,2.097,31.0,2.68,390.0,393.7,-3.8,3.719,34.036
2019-03-01 14:00:00,378.85,1.898,103.0,3.05,391.9,393.4,-1.5,3.888,34.027
2019-03-01 15:00:00,377.74,0.6564,227.0,3.36,392.3,393.0,-0.7,3.965,34.024
2019-03-01 16:00:00,377.78,0.5049,284.0,3.58,393.8,392.9,0.9,3.984,34.027
2019-03-01 17:00:00,376.93,0.2821,652.0,3.77,393.5,392.7,0.8,4.086,34.023
2019-03-01 18:00:00,376.7,0.254,864.0,3.72,395.5,392.6,2.9,4.124,34.018
2019-03-01 19:00:00,377.28,0.5116,262.0,3.17,394.7,392.8,1.9,4.005,34.021
2019-03-01 20:00:00,378.39,0.404,422.0,3.18,394.1,392.5,1.5,3.91,34.028
2019-03-01 21:00:00,377.91,0.3699,436.0,3.27,394.7,392.1,2.6,4.013,34.017
2019-03-01 22:00:00,377.24,0.4244,425.0,2.77,396.7,392.0,4.8,4.099,34.016
2019-03-01 23:00:00,374.55,0.376,454.0,3.13,400.0,391.8,8.3,4.304,34.018
2019-03-02 00:00:00,374.5,1.1561,129.0,3.32,399.4,392.4,7.0,4.322,34.015
2019-03-02 01:00:00,373.98,1.5691,80.0,3.15,399.3,393.0,6.3,4.361,34.018
2019-03-02 02:00:00,373.43,2.0461,4.0,3.21,397.4,392.9,4.5,4.293,34.019
2019-03-02 03:00:00,377.22,1.9423,0.0,2.93,395.0,393.5,1.5,3.992,34.02
2019-03-02 04:00:00,379.14,2.2437,0.0,2.89,396.1,393.9,2.1,3.897,34.028
2019-03-02 05:00:00,372.4,1.8766,0.0,2.87,394.1,394.1,0.0,4.59,34.034
2019-03-02 06:00:00,369.65,2.1058,0.0,3.23,391.2,394.5,-3.3,4.803,34.039
2019-03-02 07:00:00,368.95,2.1362,0.0,3.17,379.2,394.7,-15.5,4.832,34.043
2019-03-02 08:00:00,369.16,2.2501,0.0,3.18,377.5,395.0,-17.5,4.776,34.049
2019-03-02 09:00:00,369.85,1.9367,0.0,3.32,376.8,395.2,-18.4,4.593,34.046
2019-03-02 10:00:00,370.69,1.7529,0.0,3.21,368.5,395.7,-27.1,4.262,34.035
2019-03-02 11:00:00,370.04,2.0231,0.0,2.85,374.4,395.4,-21.0,4.631,34.04
2019-03-02 12:00:00,371.35,1.9013,0.0,2.99,384.0,395.9,-11.9,4.625,34.045
2019-03-02 13:00:00,370.13,1.9713,42.0,2.51,375.7,396.1,-20.4,4.732,34.051
2019-03-02 14:00:00,369.15,1.1187,160.0,2.78,386.2,396.3,-10.2,4.847,34.045
2019-03-02 15:00:00,368.11,0.8707,241.0,2.62,392.6,396.6,-4.0,4.933,34.046
2019-03-02 16:00:00,366.22,0.4881,385.0,2.64,402.4,396.9,5.5,4.923,34.054
2019-03-02 17:00:00,368.3,0.3789,424.0,3.05,403.0,396.9,6.1,4.915,34.047
2019-03-02 18:00:00,367.27,0.4753,420.0,2.41,391.9,397.3,-5.5,5.038,34.046
2019-03-02 19:00:00,367.19,0.5035,335.0,2.04,383.1,397.7,-14.6,5.109,34.057
2019-03-02 20:00:00,364.13,0.5553,341.0,2.78,376.7,397.9,-21.3,5.381,34.071
2019-03-02 21:00:00,363.01,0.5403,336.0,3.21,369.6,398.1,-28.5,5.499,34.084
2019-03-02 22:00:00,363.62,0.5121,409.0,3.26,369.2,398.3,-29.1,5.456,34.085
2019-03-02 23:00:00,365.09,0.5793,305.0,3.43,360.6,398.7,-38.1,5.262,34.066
2019-03-03 00:00:00,361.3,1.0981,147.0,3.51,375.8,398.7,-22.9,5.649,34.099
2019-03-03 01:00:00,363.15,1.5393,35.0,3.35,389.6,399.1,-9.4,5.506,34.091
2019-03-03 02:00:00,366.54,1.9401,0.0,3.14,394.4,399.6,-5.2,5.1,34.058
2019-03-03 03:00:00,368.87,1.7577,0.0,3.06,397.4,399.6,-2.2,4.774,34.049
2019-03-03 04:00:00,367.59,2.164,0.0,3.21,398.5,399.5,-1.0,5.036,34.066
2019-03-03 05:00:00,368.59,2.3214,0.0,3.28,396.7,399.5,-2.8,4.989,34.059
2019-03-03 06:00:00,367.28,2.1408,0.0,3.45,396.2,399.6,-3.4,5.116,34.058
2019-03-03 07:00:00,367.97,2.1209,0.0,3.64,391.6,399.8,-8.1,5.026,34.049
2019-03-03 08:00:00,368.42,2.0961,0.0,3.44,393.5,399.8,-6.2,4.992,34.048
2019-03-03 09:00:00,368.41,1.9798,0.0,3.5,395.2,399.7,-4.5,5.019,34.049
2019-03-03 10:00:00,367.62,1.9189,0.0,3.56,396.5,399.7,-3.2,5.088,34.055
2019-03-03 11:00:00,367.6,2.0817,0.0,3.42,397.6,399.6,-2.0,5.073,34.056
2019-03-03 12:00:00,367.27,1.9841,7.0,3.4,396.6,399.5,-2.9,5.08,34.056
2019-03-03 13:00:00,363.92,1.4844,90.0,3.43,400.7,399.1,1.6,5.471,34.076
2019-03-03 14:00:00,360.42,0.7112,210.0,3.72,398.2,399.1,-0.9,6.021,34.099
2019-03-03 15:00:00,357.57,0.3524,689.0,3.93,397.9,399.0,-1.2,6.166,34.116
2019-03-03 16:00:00,357.7,0.4001,753.0,3.72,398.0,399.1,-1.1,6.157,34.116
2019-03-03 17:00:00,357.46,0.4729,379.0,3.66,398.5,399.0,-0.5,6.175,34.122
2019-03-03 18:00:00,356.96,0.3851,642.0,3.24,399.5,399.3,0.2,6.208,34.124
2019-03-03 19:00:00,356.26,0.4497,510.0,3.44,399.7,399.1,0.6,6.227,34.131
2019-03-03 20:00:00,357.13,0.3786,719.0,3.31,398.6,399.0,-0.4,6.211,34.126
2019-03-03 21:00:00,356.99,0.7432,310.0,3.56,398.0,399.1,-1.1,6.181,34.124
2019-03-03 22:00:00,357.28,0.6698,301.0,3.45,398.4,399.5,-1.1,6.149,34.123
2019-03-03 23:00:00,358.01,1.0109,198.0,3.33,398.9,399.3,-0.4,6.019,34.117
2019-03-04 00:00:00,362.69,1.3534,138.0,3.06,399.8,399.7,0.1,5.535,34.078
2019-03-04 01:00:00,360.54,1.6843,17.0,3.3,401.6,399.6,2.1,5.521,34.08
2019-03-04 02:00:00,367.09,1.9617,0.0,2.99,398.7,399.6,-0.9,5.099,34.065
2019-03-04 03:00:00,367.21,2.346,0.0,3.02,398.7,399.9,-1.3,5.176,34.064
2019-03-04 04:00:00,366.16,2.0887,0.0,2.9,397.8,399.2,-1.5,5.091,34.069
2019-03-04 05:00:00,368.88,2.6871,0.0,2.9,395.5,399.2,-3.7,4.721,34.06
2019-03-04 06:00:00,369.02,2.2721,0.0,2.92,393.8,399.2,-5.5,4.928,34.069
2019-03-04 07:00:00,370.27,2.1409,0.0,2.59,392.1,398.8,-6.7,4.975,34.071
2019-03-04 08:00:00,366.47,2.08,0.0,2.55,391.3,398.6,-7.3,5.035,34.076
2019-03-04 09:00:00,368.97,2.2093,0.0,2.7,394.3,398.7,-4.4,4.895,34.067
2019-03-04 10:00:00,368.54,2.4916,0.0,2.71,393.4,398.7,-5.3,4.898,34.065
2019-03-04 11:00:00,368.51,2.3036,0.0,2.68,393.3,398.5,-5.3,4.855,34.063
2019-03-04 12:00:00,369.47,2.3662,19.0,2.67,391.2,398.4,-7.2,4.791,34.059
2019-03-04 13:00:00,369.84,1.2065,101.0,2.66,391.6,398.3,-6.7,4.771,34.059
2019-03-04 14:00:00,369.79,0.5266,231.0,2.96,392.9,397.9,-5.0,4.862,34.05
2019-03-04 15:00:00,369.32,0.3812,661.0,3.27,,,,4.872,34.051
2019-03-04 16:00:00,369.31,0.3478,877.0,3.16,393.4,397.6,-4.2,4.871,34.051
2019-03-04 17:00:00,369.38,0.304,1096.0,2.98,394.0,397.3,-3.3,4.894,34.051
2019-03-04 18:00:00,369.39,0.3426,1121.0,3.64,393.6,396.8,-3.2,4.902,34.054
2019-03-04 19:00:00,369.56,0.324,1437.0,3.41,394.6,397.0,-2.4,4.92,34.053
2019-03-04 20:00:00,369.61,0.3032,1378.0,3.1,394.7,396.9,-2.2,4.937,34.054
2019-03-04 21:00:00,369.4,0.2842,1263.0,3.17,395.1,396.7,-1.6,4.962,34.057
2019-03-04 22:00:00,369.7,0.291,991.0,3.15,396.1,396.7,-0.6,4.929,34.052
2019-03-04 23:00:00,369.65,0.3981,720.0,3.18,396.0,396.5,-0.5,4.937,34.052
2019-03-05 00:00:00,369.48,0.7773,435.0,3.0,394.3,396.7,-2.4,4.951,34.051
2019-03-05 01:00:00,369.67,1.7979,49.0,2.9,393.2,396.9,-3.7,4.949,34.051
2019-03-05 02:00:00,369.84,2.4514,0.0,2.55,391.8,396.5,-4.7,4.923,34.051
2019-03-05 03:00:00,369.51,5.2444,0.0,2.56,390.7,396.0,-5.3,4.896,34.05
2019-03-05 04:00:00,369.54,2.3599,0.0,2.59,390.3,395.6,-5.3,4.896,34.051
2019-03-05 05:00:00,369.59,2.3088,0.0,2.45,389.9,395.2,-5.3,4.819,34.052
2019-03-05 06:00:00,369.7,2.4142,0.0,2.49,389.6,395.1,-5.5,4.816,34.051
2019-03-05 07:00:00,369.46,2.2226,0.0,2.52,390.1,394.6,-4.6,4.831,34.052
2019-03-05 08:00:00,369.32,2.2522,0.0,2.58,390.6,394.4,-3.9,4.837,34.053
2019-03-05 09:00:00,369.4,2.3104,0.0,2.75,390.1,394.1,-3.9,4.856,34.049
2019-03-05 10:00:00,369.23,2.2596,0.0,2.54,390.5,393.9,-3.4,4.839,34.052
2019-03-05 11:00:00,369.52,4.8588,0.0,2.82,390.8,393.7,-2.9,4.818,34.054
2019-03-05 12:00:00,369.26,3.4801,28.0,2.87,391.3,393.6,-2.3,4.846,34.053
2019-03-05 13:00:00,369.51,1.1314,148.0,3.18,392.1,393.2,-1.1,4.855,34.053
2019-03-05 14:00:00,369.16,0.8061,187.0,3.05,392.1,393.3,-1.2,4.855,34.054
2019-03-05 15:00:00,369.07,0.2922,999.0,3.43,392.7,392.7,-0.1,4.871,34.052
2019-03-05 16:00:00,369.29,0.2859,969.0,3.27,393.0,393.0,0.0,4.873,34.054
2019-03-05 17:00:00,369.02,0.2681,758.0,3.43,393.0,393.0,0.0,4.896,34.054
2019-03-05 18:00:00,369.13,0.2546,1047.0,3.53,393.8,392.9,0.9,4.914,34.053
2019-03-05 19:00:00,369.1,0.2601,1252.0,3.57,395.5,393.1,2.5,4.932,34.053
2019-03-05 20:00:00,369.04,0.2411,1671.0,3.71,395.6,393.1,2.5,4.95,34.054
2019-03-05 21:00:00,369.15,0.3545,936.0,3.69,394.7,393.1,1.6,4.955,34.054
2019-03-05 22:00:00,369.13,0.4219,463.0,3.88,393.8,393.3,0.4,4.941,34.054
2019-03-05 23:00:00,369.19,0.8167,245.0,3.95,393.3,393.4,-0.1,4.934,34.054
2019-03-06 00:00:00,369.51,1.8297,103.0,4.06,392.8,393.2,-0.4,4.931,34.054
2019-03-06 01:00:00,369.18,2.1155,14.0,4.03,392.5,393.4,-0.9,4.929,34.055
2019-03-06 02:00:00,369.28,2.1223,0.0,4.05,392.2,393.4,-1.2,4.917,34.054
2019-03-06 03:00:00,369.2,4.7697,0.0,4.18,392.0,393.4,-1.3,4.913,34.054
2019-03-06 04:00:00,368.79,2.295,0.0,4.12,391.8,393.6,-1.8,4.904,34.053
2019-03-06 05:00:00,369.37,5.6624,0.0,4.26,391.7,393.8,-2.1,4.895,34.055
2019-03-06 06:00:00,369.15,2.2975,0.0,4.41,392.3,393.7,-1.4,4.888,34.054
2019-03-06 07:00:00,369.53,2.1114,0.0,4.36,393.0,393.8,-0.8,4.9,34.054
2019-03-06 08:00:00,368.83,1.9216,0.0,4.3,393.0,394.0,-1.0,4.916,34.056
2019-03-06 09:00:00,369.28,2.0122,0.0,4.31,392.5,394.1,-1.6,4.872,34.057
2019-03-06 10:00:00,369.06,2.1737,0.0,4.42,392.1,394.2,-2.1,4.813,34.059
2019-03-06 11:00:00,369.81,2.1917,0.0,4.41,391.3,394.2,-2.8,4.787,34.058
2019-03-06 12:00:00,369.77,2.4046,8.0,4.53,390.8,394.4,-3.6,4.772,34.053
2019-03-06 13:00:00,369.59,1.8651,90.0,4.74,,,,4.771,34.059
2019-03-06 14:00:00,368.93,1.1852,241.0,4.82,391.4,394.5,-3.1,4.862,34.067
2019-03-06 15:00:00,368.44,0.4088,361.0,4.69,392.6,394.7,-2.2,4.915,34.068
2019-03-06 16:00:00,368.16,0.2952,894.0,4.18,392.4,395.0,-2.6,4.916,34.065
2019-03-06 17:00:00,368.14,0.3507,445.0,4.57,392.5,395.4,-2.8,4.97,34.065
2019-03-06 18:00:00,368.19,0.354,526.0,4.56,392.8,395.6,-2.8,4.967,34.066
2019-03-06 19:00:00,367.52,0.4987,589.0,4.5,393.1,395.9,-2.8,5.074,34.066
2019-03-06 20:00:00,365.08,0.4414,467.0,4.77,393.4,396.0,-2.6,5.409,34.075
2019-03-06 21:00:00,365.15,0.568,386.0,4.65,393.2,396.3,-3.0,5.37,34.075
2019-03-06 22:00:00,364.9,0.6798,355.0,4.55,393.2,396.3,-3.1,5.353,34.074
2019-03-06 23:00:00,364.4,1.4294,162.0,4.41,393.6,396.5,-2.9,5.34,34.076
2019-03-07 00:00:00,363.14,1.9172,69.0,4.7,394.2,396.6,-2.4,5.559,34.087
2019-03-07 01:00:00,363.75,5.3176,7.0,4.81,394.5,396.6,-2.1,5.489,34.083
2019-03-07 02:00:00,362.52,2.1946,0.0,4.94,394.8,396.9,-2.0,5.629,34.089
2019-03-07 03:00:00,361.24,2.2055,0.0,4.95,394.6,396.5,-1.9,5.716,34.094
2019-03-07 04:00:00,360.36,2.2381,0.0,5.01,395.2,396.6,-1.4,5.773,34.1
2019-03-07 05:00:00,359.78,2.7306,0.0,5.11,395.1,396.3,-1.3,5.818,34.107
2019-03-07 06:00:00,359.85,4.4768,0.0,5.08,,,,5.792,34.105
2019-03-07 07:00:00,360.3,3.8403,0.0,5.21,396.0,396.2,-0.2,5.749,34.096
2019-03-07 08:00:00,360.36,4.0883,0.0,5.23,396.7,396.2,0.6,5.779,34.1
2019-03-07 09:00:00,359.44,2.1399,0.0,5.16,396.0,396.0,-0.1,5.927,34.111
2019-03-07 10:00:00,359.2,1.9972,0.0,5.11,395.7,395.8,-0.1,5.912,34.106
2019-03-07 11:00:00,359.84,1.8229,0.0,5.29,394.6,395.4,-0.8,5.874,34.11
2019-03-07 12:00:00,359.22,2.3412,5.0,5.52,395.7,395.1,0.6,5.924,34.116
2019-03-07 13:00:00,358.98,2.1527,72.0,5.69,395.6,394.6,1.0,5.959,34.112
2019-03-07 14:00:00,359.01,1.4286,192.0,5.76,395.5,394.1,1.3,5.937,34.109
2019-03-07 15:00:00,359.08,0.7412,353.0,5.84,396.2,394.0,2.2,5.947,34.109
2019-03-07 16:00:00,359.24,0.7441,255.0,5.98,396.0,393.0,3.1,5.942,34.098
2019-03-07 17:00:00,359.1,1.4397,192.0,5.85,396.0,392.2,3.8,5.947,34.107
2019-03-07 18:00:00,358.94,0.9998,255.0,5.72,396.0,391.1,4.9,5.934,34.104
2019-03-07 19:00:00,358.9,1.1763,141.0,5.91,395.7,390.5,5.2,5.889,34.102
2019-03-07 20:00:00,361.2,0.9576,276.0,6.32,401.1,390.6,10.4,5.451,34.088
2019-03-07 21:00:00,365.66,0.4761,667.0,6.34,398.6,391.0,7.6,5.123,34.073
2019-03-07 22:00:00,364.86,1.1731,202.0,6.38,396.7,390.7,6.0,5.241,34.077
2019-03-07 23:00:00,364.54,0.958,281.0,6.35,396.6,390.7,6.0,5.252,34.08
2019-03-08 00:00:00,363.56,1.799,39.0,6.0,395.7,390.7,5.0,5.355,34.089
2019-03-08 01:00:00,362.46,1.6596,6.0,6.11,395.0,390.5,4.5,5.449,34.087
2019-03-08 02:00:00,363.41,1.6594,0.0,5.96,395.0,390.6,4.4,5.395,34.105
2019-03-08 03:00:00,362.47,1.8872,0.0,5.94,395.9,390.7,5.3,5.503,34.105
2019-03-08 04:00:00,362.53,2.1373,0.0,5.98,395.8,390.7,5.1,5.379,34.11
2019-03-08 05:00:00,363.42,1.7759,0.0,5.78,394.6,390.5,4.1,5.376,34.11
2019-03-08 06:00:00,364.46,1.9979,0.0,5.53,395.7,391.0,4.7,5.192,34.087
2019-03-08 07:00:00,366.29,2.249,0.0,5.67,395.3,391.1,4.2,5.012,34.073
2019-03-08 08:00:00,370.12,2.4437,0.0,5.6,391.2,391.4,-0.2,4.486,34.071
2019-03-08 09:00:00,371.23,2.4157,0.0,5.45,388.6,391.5,-2.9,4.487,34.07
2019-03-08 10:00:00,373.34,2.4119,0.0,4.81,388.1,391.9,-3.8,4.37,34.064
2019-03-08 11:00:00,371.98,2.2163,0.0,5.27,388.2,391.9,-3.7,4.477,34.065
2019-03-08 12:00:00,371.75,2.7779,19.0,5.35,388.4,391.9,-3.6,4.485,34.066
2019-03-08 13:00:00,372.52,0.7402,167.0,5.72,390.0,392.5,-2.4,4.441,34.065
2019-03-08 14:00:00,372.38,0.8538,212.0,5.51,388.5,392.3,-3.9,4.435,34.064
2019-03-08 15:00:00,374.24,0.7793,226.0,5.31,390.0,392.1,-2.2,4.229,34.053
2019-03-08 16:00:00,373.98,0.3825,850.0,5.95,391.1,392.4,-1.3,4.337,34.063
2019-03-08 17:00:00,372.59,0.3466,1336.0,5.95,393.9,392.5,1.3,4.43,34.064
2019-03-08 18:00:00,369.46,0.3342,822.0,5.76,391.5,392.8,-1.2,4.69,34.079
2019-03-08 19:00:00,369.59,0.3301,1228.0,5.88,394.8,393.0,1.7,4.703,34.082
2019-03-08 20:00:00,370.21,0.6338,324.0,5.64,389.1,393.8,-4.7,4.609,34.083
2019-03-08 21:00:00,370.46,0.4103,1021.0,5.73,393.8,393.5,0.3,4.608,34.083
2019-03-08 22:00:00,370.4,0.3737,752.0,5.39,389.7,394.3,-4.6,4.579,34.085
2019-03-08 23:00:00,370.46,0.7327,278.0,5.47,388.8,394.2,-5.4,4.566,34.09
2019-03-09 00:00:00,370.98,2.066,69.0,5.23,388.2,394.4,-6.2,4.554,34.089
2019-03-09 01:00:00,372.57,2.521,1.0,5.1,390.8,395.0,-4.2,4.365,34.059
2019-03-09 02:00:00,369.87,3.0083,0.0,5.16,390.8,395.1,-4.3,4.85,34.072
2019-03-09 03:00:00,366.79,2.5184,0.0,5.22,391.1,395.3,-4.3,5.034,34.077
2019-03-09 04:00:00,366.82,2.3376,0.0,5.06,391.3,395.5,-4.3,4.978,34.078
2019-03-09 05:00:00,367.13,2.3921,0.0,5.06,391.6,395.6,-4.0,4.928,34.075
2019-03-09 06:00:00,368.33,2.4998,0.0,5.08,390.9,395.7,-4.8,4.852,34.071
2019-03-09 07:00:00,369.61,3.3101,0.0,4.98,391.8,395.9,-4.1,4.627,34.069
2019-03-09 08:00:00,368.73,2.655,0.0,4.83,391.0,395.7,-4.7,4.758,34.072
2019-03-09 09:00:00,371.25,2.5833,0.0,4.61,392.4,395.6,-3.2,4.407,34.066
2019-03-09 10:00:00,372.06,2.596,0.0,4.59,391.8,395.4,-3.6,4.343,34.069
2019-03-09 11:00:00,371.32,4.1288,0.0,4.44,389.7,394.3,-4.6,4.362,34.068
2019-03-09 12:00:00,371.66,3.325,1.0,4.56,386.7,394.3,-7.6,4.44,34.076
2019-03-09 13:00:00,371.38,4.7432,17.0,4.46,386.0,393.8,-7.8,4.495,34.071
2019-03-09 14:00:00,371.24,2.5194,145.0,4.45,386.0,393.2,-7.2,4.512,34.064
2019-03-09 15:00:00,371.35,1.5553,123.0,4.56,386.5,392.6,-6.1,4.53,34.072
2019-03-09 16:00:00,371.03,0.8788,253.0,4.66,386.9,392.2,-5.3,4.543,34.067
2019-03-09 17:00:00,370.62,1.0263,393.0,5.0,387.1,391.9,-4.8,4.559,34.073
2019-03-09 18:00:00,370.56,0.4932,494.0,5.54,388.3,392.0,-3.6,4.586,34.072
2019-03-09 19:00:00,370.18,0.4251,479.0,5.3,387.4,391.8,-4.4,4.66,34.072
2019-03-09 20:00:00,369.08,0.6865,231.0,5.4,387.9,391.4,-3.4,4.719,34.075
2019-03-09 21:00:00,367.25,0.6239,276.0,5.13,389.7,390.9,-1.2,4.87,34.083
2019-03-09 22:00:00,366.99,0.9572,188.0,5.02,389.8,390.7,-1.0,4.819,34.073
2019-03-09 23:00:00,366.61,1.5019,83.0,5.02,389.9,390.5,-0.6,4.86,34.077
2019-03-10 00:00:00,366.23,1.7079,18.0,4.94,391.8,390.3,1.5,4.94,34.082
2019-03-10 01:00:00,365.58,1.7785,0.0,4.86,392.0,390.2,1.9,4.958,34.083
2019-03-10 02:00:00,365.18,1.7884,0.0,4.84,392.1,390.0,2.1,4.982,34.085
2019-03-10 03:00:00,366.34,2.1467,0.0,4.85,390.3,390.5,-0.1,4.929,34.081
2019-03-10 04:00:00,367.13,2.1699,0.0,4.75,388.1,391.1,-3.0,4.815,34.07
2019-03-10 05:00:00,368.45,2.1434,0.0,4.6,389.1,391.1,-2.0,4.716,34.066
2019-03-10 06:00:00,368.27,1.9967,0.0,4.61,391.0,391.3,-0.3,4.689,34.07
2019-03-10 07:00:00,367.8,1.9874,0.0,4.48,390.2,391.6,-1.4,4.7,34.071
2019-03-10 08:00:00,367.38,1.8269,0.0,4.4,390.2,391.8,-1.6,4.801,34.074
2019-03-10 09:00:00,367.77,1.9442,0.0,3.82,390.7,391.7,-1.0,4.657,34.068
2019-03-10 10:00:00,367.57,1.8461,0.0,3.59,,,,4.767,34.072
2019-03-10 11:00:00,367.76,1.9255,0.0,3.33,388.6,392.7,-4.1,4.762,34.07
2019-03-10 12:00:00,367.85,1.9778,12.0,3.46,388.0,393.1,-5.0,4.762,34.074
2019-03-10 13:00:00,367.29,1.6189,103.0,3.12,389.7,393.3,-3.5,4.847,34.081
2019-03-10 14:00:00,367.82,0.9299,194.0,3.12,389.2,393.8,-4.6,4.76,34.075
2019-03-10 15:00:00,367.71,0.7967,230.0,2.89,389.1,393.9,-4.8,4.759,34.074
2019-03-10 16:00:00,367.76,0.5376,356.0,2.96,389.1,394.0,-4.9,4.799,34.074
2019-03-10 17:00:00,367.89,0.3866,576.0,3.03,388.1,394.4,-6.3,4.748,34.07
2019-03-10 18:00:00,368.84,0.3602,610.0,3.13,387.0,394.6,-7.6,4.646,34.07
2019-03-10 19:00:00,373.32,0.4159,470.0,2.95,386.8,395.1,-8.3,4.279,34.071
2019-03-10 20:00:00,373.25,0.4537,544.0,3.06,386.8,395.6,-8.8,4.249,34.073
2019-03-10 21:00:00,373.23,1.0408,227.0,3.19,386.6,396.1,-9.4,4.265,34.071
